cod_cor,denumire_ocupatie,denumire_clean,matched_job,match_score
721419,mașinist la confecționarea ambalajelor metalice,masinist la confectionarea ambalajelor metalice,inspector calitate produse metalice,56.09756097560976
814124,mașinist la confecționarea foliilor de cauciuc electroizolante,masinist la confectionarea foliilor de cauciuc electroizolante,confectioner curele trapezoidale,51.06382978723404
814122,mașinist la confecționarea materialelor electroizolante impregnate,masinist la confectionarea materialelor electroizolante impregnate,specialist in testarea sistemelor integrate,51.37614678899083
814123,mașinist la confecționarea materialelor electroizolante stratificate (mică),masinist la confectionarea materialelor electroizolante stratificate (mica),inginer materiale sintetice,49.01960784313725
721425,mașinist la confecționarea spetelor și spiralelor,masinist la confectionarea spetelor si spiralelor,specialist in configurarea sistemelor it,53.93258426966292
721420,mașinist la confecționarea tuburilor de aluminiu,masinist la confectionarea tuburilor de aluminiu,maistru gestionarea deseurilor,56.41025641025641
722322,mașinist la confecționarea tuburilor de protecție și a dozelor de ramificație,masinist la confectionarea tuburilor de protectie si a dozelor de ramificatie,operator la confectionarea discurilor fonografice/operatoare la confectionarea discurilor fonografice,55.0561797752809
817106,mașinist la deshidratare pastă hârtie,masinist la deshidratare pasta hartie,clasificator pasta de hartie/clasificatoare pasta de hartie,62.5
721422,mașinist la fabricarea acelor și accesoriilor,masinist la fabricarea acelor si accesoriilor,specialist in fabricarea berii,56.00000000000001
818203,mașinist la instalații pentru încălzit tren,masinist la instalatii pentru incalzit tren,maistru instalatii electrice,64.7887323943662
834202,mașinist la instalațiile de preparat și turnat beton și mixturi asfaltice,masinist la instalatiile de preparat si turnat beton si mixturi asfaltice,maistru instalatii tratare si epurare a apei,54.700854700854705
313107,mașinist la instalațiile de turbine hidraulice,masinist la instalatiile de turbine hidraulice,tehnician la instalatiile de turbine cu abur sau gaze,68.68686868686868
313102,mașinist la instalațiile din centrale electrice,masinist la instalatiile din centrale electrice,tehnician instalatii centrale electrice,76.74418604651163
313106,mașinist la instalațiile hidrotehnice din centrale electrice,masinist la instalatiile hidrotehnice din centrale electrice,tehnician instalatii centrale electrice,66.66666666666666
722314,mașinist la lame de mașini pentru automate așchietoare,masinist la lame de masini pentru automate aschietoare,maistru productie de hrana pentru animale,52.63157894736842
722304,mașinist la linii automate așchietoare,masinist la linii automate aschietoare,tehnician linie automatizata de asamblare,58.22784810126582
721418,mașinist la litografiat și vernisat tablă,masinist la litografiat si vernisat tabla,administrator special insolventa,52.054794520547944
817204,mașinist la mașina de tăiat șraifuri și dopuri din plută,masinist la masina de taiat sraifuri si dopuri din pluta,operator la masina de laminat/operatoare la masina de laminat,54.700854700854705
817205,mașinist la mașina de zdrobit și măcinat plută,masinist la masina de zdrobit si macinat pluta,operator la masina de tesut/operatoare la masina de tesut,54.36893203883495
834203,mașinist la mașini cale mecanizare ușoară și grea,masinist la masini cale mecanizare usoara si grea,maistru masini de operare,51.35135135135135
818301,mașinist la mașini de ambalat,masinist la masini de ambalat,inginer masini de ambalare,72.72727272727273
834401,mașinist la mașini mobile pentru transporturi interioare,masinist la masini mobile pentru transporturi interioare,consilier siguranta transport marfuri periculoase,53.333333333333336
834201,mașinist la mașini pentru terasamente (ifronist),masinist la masini pentru terasamente (ifronist),lucrator la masini pentru lemn,58.97435897435898
722321,mașinist la mașini speciale de așchiere,masinist la masini speciale de aschiere,maistru masini de operare,59.375
722317,mașinist la mașini speciale fără așchiere,masinist la masini speciale fara aschiere,maistru masini de operare,54.54545454545454
752309,mașinist la umplerea și închiderea cutiilor de chibrituri,masinist la umplerea si inchiderea cutiilor de chibrituri,agent imobiliar inchirieri/agenta imobiliara inchirieri,53.57142857142857
352106,mașinist mecanic traweling,masinist mecanic traweling,maistru mecanica fina,68.08510638297872
811104,mașinist pentru utilaje specifice la extracție și execuția tunelurilor,masinist pentru utilaje specifice la extractie si executia tunelurilor,operator masini si utilaje textile/operatoare masini si utilaje textil,51.42857142857142
834302,mașinist pod rulant,masinist pod rulant,maistru productie,61.111111111111114
812118,mașinist suflante,masinist suflante,masinist scena,70.96774193548387
212009,matematician,matematician,dietetician,69.56521739130434
812207,matisor cabluri,matisor cabluri,asamblor cabluri,70.96774193548387
312101,"măsurător de gaze, temperatură și radiații","masurator de gaze, temperatura si radiatii",administrator de baze de date/administratoare de baze de date,54.36893203883495
816014,mățar,matar,amanetar,76.92307692307693
723303,mecanic agricol,mecanic agricol,mecanic maritim,73.33333333333333
831102,mecanic ajutor locomotivă și automotor,mecanic ajutor locomotiva si automotor,mecanic de locomotiva,64.40677966101694
831106,mecanic ajutor locomotivă și ramă electrică metrou,mecanic ajutor locomotiva si rama electrica metrou,manager centrala electrica,55.26315789473685
723103,mecanic auto,mecanic auto,mecanic maritim,74.07407407407408
352107,mecanic cameră filmare,mecanic camera filmare,mecanic echipamente rotative,64.0
831104,mecanic conducător vagon motor de rectificare a liniei aeriene,mecanic conducator vagon motor de rectificare a liniei aeriene,mecanic calificat masini agricole,52.63157894736842
834104,mecanic de exploatare în cultură mare,mecanic de exploatare in cultura mare,tehnician recoltare in acvacultura,61.97183098591549
834105,mecanic de exploatare în zootehnie,mecanic de exploatare in zootehnie,mecanic de precizie,67.9245283018868
723307,mecanic întreținere și reparații mașini de cusut industriale,mecanic intretinere si reparatii masini de cusut industriale,mecanic intretinere si reparatii autovehicule,74.28571428571429
723311,"mecanic întreținere și reparații utilaje din industria textilă, confecții și încălțăminte","mecanic intretinere si reparatii utilaje din industria textila, confectii si incaltaminte",operator intretinere masini si utilaje din industria incaltamintei,69.6774193548387
831101,mecanic locomotivă și automotor,mecanic locomotiva si automotor,mecanic de locomotiva,69.23076923076923
831105,mecanic locomotivă și ramă electrică metrou,mecanic locomotiva si rama electrica metrou,mecanic de locomotiva,56.25
315305,mecanic navigant aviație,mecanic navigant aviatie,mecanic calificat masini agricole,63.1578947368421
315315,mecanic navigant instructor,mecanic navigant instructor,mecanic calificat masini agricole,60.0
721435,mecanic operator,mecanic operator,mecanic maritim,64.51612903225806
311507,mecanic pentru întreținerea aparatelor de lansare la zbor,mecanic pentru intretinerea aparatelor de lansare la zbor,tehnician intretinere sisteme de canalizare,57.99999999999999
723310,mecanic trolist,mecanic trolist,mecanic maritim,66.66666666666666
723302,mecanic utilaj,mecanic utilaj,mecanic utilaj industrial,71.7948717948718
721501,mecanic-montator instalații cu cablu în silvicultură și exploatări forestiere,mecanic-montator instalatii cu cablu in silvicultura si exploatari forestiere,maistru instalatii de distilare bauturi spirtoase,50.79365079365079
834308,mecanizator (muncitor portuar),mecanizator (muncitor portuar),operator macarale portuare,60.71428571428571
265251,mediator muzical,mediator muzical,regizor muzical,77.41935483870968
532901,mediator sanitar,mediator sanitar,inspector sanitar,72.72727272727273
532902,mediator social,mediator social,pedagog social,75.86206896551724
341905,mediator școlar,mediator scolar,inspector scolar,70.96774193548387
235911,mediator școlar,mediator scolar,inspector scolar,70.96774193548387
112009,medic (farmacist) director,medic (farmacist) director,tehnician farmacist,57.77777777777777
112010,medic (farmacist) director adjunct,medic (farmacist) director adjunct,farmacist spital,52.0
226908,medic de familie cu competențe în sănătatea mintală,medic de familie cu competente in sanatatea mintala,inspector securitate si sanatate,48.19277108433735
226902,medic expertiză a capacității de muncă,medic expertiza a capacitatii de munca,ofiter in relatii de munca,56.25
221108,medic medicină de familie,medic medicina de familie,medic medicina generala,75.0
221107,medic primar,medic primar,primar,66.66666666666666
221102,medic rezident,medic rezident,medic dentist,74.07407407407408
226907,medic specialist psihiatru,medic specialist psihiatru,medic specialist,76.19047619047619
226101,medic stomatolog,medic stomatolog,medic podolog,75.86206896551724
226103,medic stomatolog de specialitate,medic stomatolog de specialitate,medic dentist specialist,64.28571428571429
226102,medic stomatolog rezident,medic stomatolog rezident,medic podolog,57.89473684210527
134208,"medic- șef (policlinică, stație de salvare, centru de recoltare sânge)","medic- sef (policlinica, statie de salvare, centru de recoltare sange)",responsabil centru de contact,46.464646464646464
134209,"medic șef secție, laborator","medic sef sectie, laborator",mediu-clarvazator,54.54545454545454
225002,medic veterinar,medic veterinar,medic veterinar oficial,78.94736842105263
225003,medic veterinar - oncologie comparată,medic veterinar - oncologie comparata,medic veterinar generalist,66.66666666666666
263620,melamed,melamed,macelar,57.14285714285714
812105,melanjorist,melanjorist,masinist,63.1578947368421
111130,membru al Consiliului Superior al Magistraturii,membru al consiliului superior al magistraturii,cadru didactic in invatamantul superior in literatura,54.0
911101,menajeră,menajera,manager spa,63.1578947368421
235902,mentor,mentor,senator,76.92307692307693
332402,mercantizor,mercantizor,comerciant,66.66666666666666
331308,merceolog,merceolog,arheolog,70.58823529411765
711917,meseriaș întreținere cale,meserias intretinere cale,maistru intretinere avioane,69.23076923076923
711919,"meseriaș întreținere poduri metalice, viaducte și tuneluri","meserias intretinere poduri metalice, viaducte si tuneluri",maistru intretinere avioane,51.76470588235295
753501,meșteșugar argăsitor,mestesugar argasitor,impresar artistic,54.054054054054056
753502,meșteșugar cenușeritor,mestesugar cenuseritor,designer de interior,57.14285714285714
753503,meșteșugar finisor mineral,mestesugar finisor mineral,inginer mineralurg,54.54545454545454
753504,meșteșugar finisor vegetal,mestesugar finisor vegetal,maistru in industria textila,51.85185185185185
753505,meșteșugar sortator în industria pielăriei,mestesugar sortator in industria pielariei,operator in industria pielariei,79.45205479452055
812203,metalizator prin cufundare în metal topit,metalizator prin cufundare in metal topit,modelator in topitorie/modelatoare in topitorie,54.54545454545454
812202,metalizator prin pulverizare,metalizator prin pulverizare,montator afise publicitare,59.25925925925925
812208,metalizator-termist,metalizator-termist,taxidermist,60.0
812108,metalurgist pulberi din oxid de fier,metalurgist pulberi din oxid de fier,maistru in productia de pielarie,52.94117647058824
211201,meteorolog (studii superioare),meteorolog (studii superioare),meteorolog/meteorologa,57.692307692307686
211207,meteorolog aeronautic prognozist,meteorolog aeronautic prognozist,meteorolog aeronautic,79.24528301886792
211202,meteorolog previzionist,meteorolog previzionist,meteorolog aeronautic,68.18181818181817
122306,meteorolog-șef,meteorolog-sef,meteorolog aeronautic,62.857142857142854
214114,metodist,metodist,flebotomist,63.1578947368421
311114,metrolog,metrolog,enolog,71.42857142857143
731119,"metrolog și depanator mecanică fină, tehnică digitală și analogică (MFTDA)","metrolog si depanator mecanica fina, tehnica digitala si analogica (mftda)",tehnician mecanica fina si optica,48.598130841121495
731120,metrolog verificator,metrolog verificator,meteorolog aeronautic,63.41463414634146
213135,microbiolog,microbiolog,medic podolog,66.66666666666666
817235,miezuitor panele și plăci celulare,miezuitor panele si placi celulare,turnator caramizi si placi ceramice,57.971014492753625
811103,miner în subteran pentru construcții,miner in subteran pentru constructii,manager magazin materiale de constructii,68.42105263157895
111135,ministru consilier,ministru consilier,maistru minier,68.75
111136,ministru de stat,ministru de stat,maestru de sunet,68.75
111137,ministru plenipotențiar,ministru plenipotentiar,director penitenciar,65.11627906976744
263621,mitropolit,mitropolit,antropolog,60.0
134210,moașă-șefă,moasa-sefa,moasa,66.66666666666666
962901,model (învățământ),model (invatamant),modelier incaltaminte,71.7948717948718
731406,modelator ceramică,modelator ceramica,olar ceramist,70.96774193548387
731502,modelator tuburi spectrale,modelator tuburi spectrale,operator portuar dispecer,62.745098039215684
721103,modelator-miezuitor,modelator-miezuitor,operator stivuitor,64.86486486486487
216306,modelier confecții,modelier confectii,modelier prototipuri confectii,75.0
721101,modelier lemn,modelier lemn,modelier incaltaminte,64.70588235294117
721102,modelier metal,modelier metal,modelier incaltaminte,62.857142857142854
721104,modelier naval,modelier naval,modelier incaltaminte,68.57142857142857
721116,modelor prototipuri auto,modelor prototipuri auto,modelier prototipuri confectii,74.07407407407408
753106,modistă,modista,moasa,66.66666666666666
342214,"monitor de schi, snow-board și sporturi de alunecare pe zăpadă","monitor de schi, snow-board si sporturi de alunecare pe zapada","manager distributie mobila, covoare si corpuri de iluminat",51.66666666666667
325705,monitor mediul înconjurător,monitor mediul inconjurator,inspector protectia mediului inconjurator,70.58823529411765
752312,montator accesorii pentru calapoade,montator accesorii pentru calapoade,montator pietre pretioase,60.0
821207,montator acumulatori,montator acumulatori,montator geamuri,77.77777777777779
821104,montator aparate aer condiționat,montator aparate aer conditionat,montator pietre pretioase,63.1578947368421
731109,montator aparatură optică,montator aparatura optica,montator corturi,68.29268292682927
514207,montator bijuterii pe corp,montator bijuterii pe corp,montator pietre pretioase,62.745098039215684
731209,montator corp sonor la piane,montator corp sonor la piane,montator corturi,63.63636363636363
821222,montator electromecanic,montator electromecanic,inginer electromecanic,75.55555555555556
711403,montator elemente prefabricate din beton armat,montator elemente prefabricate din beton armat,montator case prefabricate din lemn,74.07407407407408
721434,montator fațade și pereți cortină,montator fatade si pereti cortina,montator pietre pretioase,65.51724137931035
813205,montator filme,montator filme,montator corturi,66.66666666666666
712414,montator geogrile,montator geogrile,montator geamuri,78.78787878787878
712412,montator materiale geosintetice,montator materiale geosintetice,inginer materiale sintetice,75.86206896551724
712415,montator materiale geotextile și geocompozite,montator materiale geotextile si geocompozite,montator protectii anticorozive,60.526315789473685
712406,montator pereți și plafoane din ghips-carton,montator pereti si plafoane din ghips-carton,vanzator specializat carne si produse din carne,57.14285714285714
712202,montator placaje interioare și exterioare,montator placaje interioare si exterioare,montator scari/montatoare scari,61.111111111111114
712207,montator placaje uscate,montator placaje uscate,montator afise publicitare,65.3061224489796
712416,montator sisteme opace de termoizolare pentru clădiri,montator sisteme opace de termoizolare pentru cladiri,montator sisteme de irigatii,56.79012345679012
821103,montator subansamble,montator subansamble,montator geamuri,61.111111111111114
712410,montator sisteme tâmplărie termoizolantă,montator sisteme tamplarie termoizolanta,montator sisteme de irigatii,61.76470588235294
741212,"montator, reglor și depanator de ascensoare","montator, reglor si depanator de ascensoare",montator parbrize si geamuri auto,52.63157894736842
741211,"montator, reglor și depanator pentru aparate de măsură electrice și relee","montator, reglor si depanator pentru aparate de masura electrice si relee",operator la masina pentru lipire in val/operatoare la masina pentru lipire in val,54.54545454545454
742210,"montator, reglor, testor aparatură de telecomunicații și instalații de semnalizare, centralizare și blocare","montator, reglor, testor aparatura de telecomunicatii si instalatii de semnalizare, centralizare si blocare","tehnician proiectant instalatii de incalzire, ventilatie, climatizare si refrigerare",49.21465968586388
821217,"montator, reglor, testor tehnică de calcul","montator, reglor, testor tehnica de calcul",montator semne de circulatie,54.285714285714285
741210,montator/ reglor/ depanator de aparataj electric,montator/ reglor/ depanator de aparataj electric,montator aparatura optica/montatoare aparatura optica,57.42574257425742
821223,"montator, reglor și depanator de aparate și echipamente electronice","montator, reglor si depanator de aparate si echipamente electronice",montator aparate si echipamente electronice auto/montatoare aparate si echipamente electronice auto,71.08433734939759
731211,montator-ajustor de acordeoane,montator-ajustor de acordeoane,montator pietre pretioase,61.81818181818181
721426,montator-ajustor spete,montator-ajustor spete,montator usi/montatoare usi,61.224489795918366
731210,montator-reglor piane,montator-reglor piane,montator tachelaj vase,60.46511627906976
821209,"montator-reglor, depanator aparate electronice, telecomunicații, radio","montator-reglor, depanator aparate electronice, telecomunicatii, radio",responsabil import-export echipamente electronice si de telecomunicatii,62.4113475177305
821212,"montator-reglor, depanator de aparate radio și TV, redresoare și amplificatoare","montator-reglor, depanator de aparate radio si tv, redresoare si amplificatoare",taietor de pietre pretioase/taietoare de pietre pretioase,47.05882352941176
821211,"montator-reglor, depanator de instalații de electronică și curenți purtători","montator-reglor, depanator de instalatii de electronica si curenti purtatori",responsabil import-export echipamente electronice si de telecomunicatii,50.34013605442177
821909,montor articole din piele,montor articole din piele,operator depozit articole din piele,76.66666666666667
352123,montor emisie,montor emisie,montator geamuri,68.96551724137932
352108,montor imagine,montor imagine,editor imagine,78.57142857142857
352109,montor negative și de pregătire a peliculei,montor negative si de pregatire a peliculei,agent educatie in protectia mediului,58.22784810126582
352110,montor pozitive,montor pozitive,montator mozaic terase,64.86486486486487
811210,morar la mașini de mărunțit roci,morar la masini de maruntit roci,operator la masina de alezat,63.33333333333333
821203,morar la prepararea materialelor pentru acumulatori,morar la prepararea materialelor pentru acumulatori,lucrator la prepararea produselor lactate,60.86956521739131
835009,motopompist,motopompist,ortoprotezist,66.66666666666666
723304,motorist,motorist,optometrist,73.68421052631578
834103,motorist la motoagregate și mașini în silvicultură,motorist la motoagregate si masini in silvicultura,operator la moara de malt in distilerie,53.93258426966292
712203,mozaicar (exclusiv restaurator),mozaicar (exclusiv restaurator),manager restaurant,57.14285714285714
712205,mozaicar restaurator,mozaicar restaurator,manager restaurant,73.68421052631578
263622,muezin,muezin,manechin,57.14285714285714
263623,muftiu,muftiu,medium,50.0
753202,multiplicator șabloane croitorie,multiplicator sabloane croitorie,lucrator in spalatorie,59.25925925925925
711101,"muncitor constructor bârne, chirpici, piatră","muncitor constructor barne, chirpici, piatra",muncitor constructii cladiri,63.888888888888886
711913,"muncitor constructor șenal navigabil, lucrări hidrotehnice și portuare","muncitor constructor senal navigabil, lucrari hidrotehnice si portuare",inginer constructii hidrotehnice/inginera constructii hidrotehnice,51.470588235294116
711912,muncitor hidrogeolog,muncitor hidrogeolog,muncitor sondor,62.857142857142854
711901,muncitor hidrometru,muncitor hidrometru,muncitor sondor,64.70588235294117
932909,muncitor în activitatea de gospodărire a șpanului,muncitor in activitatea de gospodarire a spanului,lucrator ingrijirea de zi a copilului,58.139534883720934
933306,muncitor în serviciile de trafic aerian,muncitor in serviciile de trafic aerian,functionar servicii de relocare,62.857142857142854
711925,muncitor în tăieri structuri cu scule diamantate,muncitor in taieri structuri cu scule diamantate,"muncitor intretinere drumuri, sosele, poduri, baraje",62.0
921301,muncitor manipulare și pregătire furaje,muncitor manipulare si pregatire furaje,tehnician epurare si tratare ape uzate,59.74025974025974
921302,muncitor necalificat în agricultură,muncitor necalificat in agricultura,lucrator calificat masini agricole,72.46376811594203
932905,muncitor necalificat în industria confecțiilor,muncitor necalificat in industria confectiilor,lucrator calificat in prajirea cafelei,64.28571428571429
932911,muncitor necalificat în metalurgie,muncitor necalificat in metalurgie,lucrator calificat in evaluarea maltului,67.56756756756756
931101,muncitor necalificat în mine și cariere,muncitor necalificat in mine si cariere,lucrator calificat intretinere aeronave,66.66666666666666
921601,muncitor necalificat în pescuit și vânătoare,muncitor necalificat in pescuit si vanatoare,lucrator calificat servicii de gaze naturale,61.36363636363637
921502,muncitor necalificat în silvicultură,muncitor necalificat in silvicultura,lucrator calificat energie solara,63.76811594202898
932904,muncitor necalificat la ambalarea produselor solide și semisolide,muncitor necalificat la ambalarea produselor solide si semisolide,lucrator la prepararea produselor lactate,52.83018867924528
932903,muncitor necalificat la ambalarea produselor sub formă de praf și granule,muncitor necalificat la ambalarea produselor sub forma de praf si granule,muncitor calificat aparate de filtrare a bauturilor,51.61290322580645
932906,"muncitor necalificat la asamblarea, montarea pieselor","muncitor necalificat la asamblarea, montarea pieselor",lucrator calificat asistenta rutiera,58.42696629213483
931301,"muncitor necalificat la demolarea clădirilor, căptușeli zidărie, plăci mozaic, faianță, gresie, parchet","muncitor necalificat la demolarea cladirilor, captuseli zidarie, placi mozaic, faianta, gresie, parchet",muncitor calificat aparate de filtrare a bauturilor,45.45454545454545
931302,muncitor necalificat la spargerea și tăierea materialelor de construcții,muncitor necalificat la spargerea si taierea materialelor de constructii,vanzator specializat materiale de constructii,63.24786324786324
621004,muncitor plantații și amenajare zonă verde,muncitor plantatii si amenajare zona verde,lucrator calificat instalatii si aparatura de bord aeronave,55.44554455445545
742212,muncitor radioelectronist,muncitor radioelectronist,inginer electronist,68.18181818181817
933305,muncitor spălare și curățare cisterne,muncitor spalare si curatare cisterne,manager spalatorie curatatorie chimica,61.33333333333333
262103,muzeograf,muzeograf,geograf,75.0
265246,muzician jazz,muzician jazz,muzician/muziciana,58.06451612903226
265236,muzicolog,muzicolog,medic podolog,63.63636363636363
315406,navigator aviația civilă,navigator aviatia civila,animator activitati aer liber,60.37735849056604
226922,navigator de pacienți,navigator de pacienti,organizator de nunti,63.41463414634146
315407,navigator dirijare nonradar,navigator dirijare nonradar,insotitor de bord,54.54545454545454
315405,navigator dirijare radar,navigator dirijare radar,muncitor in gradinarit,56.52173913043478
315408,navigator dirijare zbor,navigator dirijare zbor,insotitor de bord,60.0
315416,navigator informare,navigator informare,manager salon infrumusetare,60.86956521739131
315409,navigator instructor dirijare radar și nonradar,navigator instructor dirijare radar si nonradar,montator structuri de rezistenta si liftare,55.55555555555556
315420,navigator instructor informare,navigator instructor informare,constructor rame,60.86956521739131
315410,navigator sol,navigator sol,ungator-gresor,59.25925925925925
532106,nămolar,namolar,morar,66.66666666666666
813146,nitrator,nitrator,pietrar,66.66666666666666
721423,nituitor,nituitor,tencuitor,70.58823529411765
111215,notar-șef,notar-sef,notar,71.42857142857143
111216,notar-șef adjunct,notar-sef adjunct,comisar-sef de politie,51.28205128205128
421104,numărător bani,numarator bani,lucrator mutari,62.06896551724138
516102,numerolog,numerolog,enolog,66.66666666666666
226503,nutriționist și dietetician,nutritionist si dietetician,nutritionist alimente gatite,69.0909090909091
835002,observator far maritim și stație semnal de ceață,observator far maritim si statie semnal de ceata,operator la masina de alezat,60.526315789473685
342211,oficial sportiv acreditat,oficial sportiv acreditat,oficial sportiv,75.0
325601,oficiant medical,oficiant medical,sora medicala,68.96551724137932
134211,oficiant medical șef,oficiant medical sef,asistent medical sef,75.0
441208,oficiant poștă telegrame,oficiant posta telegrame,comerciant industria textila,57.692307692307686
441209,oficiant presă,oficiant presa,comerciant cherestea,64.70588235294117
422301,oficiant telefoane,oficiant telefoane,proiectant motoare,61.111111111111114
422302,oficiant telegraf,oficiant telegraf,tehnician topograf,62.857142857142854
315101,ofițer ajutor fluvial/ portuar,ofiter ajutor fluvial/ portuar,operator macarale portuare,64.28571428571429
341116,ofițer antifraudă financiar-bancară (studii medii),ofiter antifrauda financiar-bancara (studii medii),analist frauda financiara,53.333333333333336
241230,"ofițer bancar (credite, marketing, produse și servicii bancare)","ofiter bancar (credite, marketing, produse si servicii bancare)",manager catalog produse si servicii,57.14285714285714
241237,ofițer conformitate,ofiter conformitate,ofiter credite,72.72727272727273
263503,ofițer control doping,ofiter control doping,ofiter control fiscal,76.19047619047619
342218,ofițer de control doping (studii medii),ofiter de control doping (studii medii),ofiter control fiscal,56.666666666666664
315205,ofițer de punte fluvial/ portuar,ofiter de punte fluvial/ portuar,ofiter de politie judiciara,64.40677966101694
315212,ofițer de punte maritim aspirant/ ofițer mecanic maritim aspirant/ ofițer electrician maritim aspirant,ofiter de punte maritim aspirant/ ofiter mecanic maritim aspirant/ ofiter electrician maritim aspirant,profesor in invatamantul profesional si tehnic/vocational: electronica si automatizare,44.680851063829785
315103,ofițer electrician fluvial/ portuar,ofiter electrician fluvial/ portuar,ofiter de politici fiscale,59.01639344262295
315203,ofițer intendent,ofiter intendent,ofiter credite,66.66666666666666
242227,ofițer de legătură pentru securitatea infrastructurii critice naționale/europene,ofiter de legatura pentru securitatea infrastructurii critice nationale/europene,ofiter pentru relatii internationale,51.724137931034484
331202,ofițer operațiuni financiar-bancare,ofiter operatiuni financiar-bancare,ofiter operatiuni aeroportuare,70.76923076923077
315204,ofițer port,ofiter port,ofiter pasapoarte,78.57142857142857
315102,ofițer RTG,ofiter rtg,ofiter credite,75.0
241239,ofițer securitatea informației (Security Officer – SO),ofiter securitatea informatiei (security officer – so),ofiter sef de securitate informatica,62.22222222222222
731606,oglindar,oglindar,dogar,61.53846153846154
612111,oier montan,oier montan,ghid montan,72.72727272727273
731407,olar ceramică (artizanat),olar ceramica (artizanat),olar ceramist,63.1578947368421
243223,ombudsman,ombudsman,barman,53.333333333333336
818130,operator abrazive pe suporți,operator abrazive pe suporti,operator macarale portuare,66.66666666666666
815405,operator albitor textile,operator albitor textile,operator vopsire textile,79.16666666666666
815506,operator argăsitor,operator argasitor,operator dragor,78.78787878787878
741218,operator barocameră,operator barocamera,operator buldozer,72.22222222222221
818909,operator biotehnolog protecția mediului,operator biotehnolog protectia mediului,cercetator in protectia mediului,78.87323943661971
815210,operator bobinator-dublator,operator bobinator-dublator,operator bobinare tuburi izolatoare,74.19354838709677
815413,operator calandor-govrator textile,operator calandor-govrator textile,operator vopsire textile,65.51724137931035
351101,operator calculator electronic și rețele,operator calculator electronic si retele,lucrator calificat electromecanic,63.013698630136986
821105,operator calitate flux,operator calitate flux,operator calapod,68.42105263157895
811411,operator cameră comandă pentru fabrica de ciment,operator camera comanda pentru fabrica de ciment,operator depozit fabrica de incaltaminte,63.63636363636363
352111,"operator cameră diafilm, diapozitive","operator camera diafilm, diapozitive",operator calificat irigatii,60.317460317460316
313110,operator centrală termică,operator centrala termica,operator nitrator,71.42857142857143
816017,operator centru de răcire lapte,operator centru de racire lapte,operator probe de imbracaminte,65.57377049180327
815501,operator cenușeritor,operator cenuseritor,operator nitrator,75.67567567567568
813126,operator chimist la chimizarea gazelor de rafinărie,operator chimist la chimizarea gazelor de rafinarie,operator la prajirea boabelor de cacao,62.92134831460674
813129,operator chimist la chimizarea gazului de cocs,operator chimist la chimizarea gazului de cocs,operator la prajirea boabelor de cacao,59.523809523809526
313401,operator chimist la chimizarea metanului,operator chimist la chimizarea metanului,operator la ondularea cartonului,63.888888888888886
813128,operator chimist la fabricarea altor produse organice,operator chimist la fabricarea altor produse organice,operator masina fabricare saltele,62.7906976744186
813121,operator chimist la fabricarea coloranților,operator chimist la fabricarea colorantilor,operator masina fabricare saltele,65.78947368421053
813120,"operator chimist la fabricarea lacurilor, vopselelor și uleiurilor","operator chimist la fabricarea lacurilor, vopselelor si uleiurilor",operator la fabricarea sapunurilor/operatoare la fabricarea sapunurilor,64.23357664233576
813123,operator chimist la producerea compușilor anorganici ai azotului și îngrășămintelor azotoase,operator chimist la producerea compusilor anorganici ai azotului si ingrasamintelor azotoase,operator chimist la produsele farmaceutice si chimice pure,53.333333333333336
813117,operator chimist la producerea compușilor organici ai sulfului și îngrășămintelor fosfatice,operator chimist la producerea compusilor organici ai sulfului si ingrasamintelor fosfatice,operator chimist la produsele farmaceutice si chimice pure,52.348993288590606
813119,operator chimist la producerea diverselor produse anorganice,operator chimist la producerea diverselor produse anorganice,operator chimist la produsele farmaceutice si chimice pure,61.016949152542374
241232,operator cifru (mesaje cifrate),operator cifru (mesaje cifrate),operator furnal de cocsificare,62.295081967213115
313203,operator circuite rețea apă,operator circuite retea apa,operator distribuitor automat,64.28571428571429
432313,operator circulație mișcare,operator circulatie miscare,operator distilare,66.66666666666666
432314,operator comercial,operator comercial,director comercial,77.77777777777779
815302,operator confecții îmbrăcăminte din piele și înlocuitori,operator confectii imbracaminte din piele si inlocuitori,operator masini de cusut pentru incaltaminte din piele si inlocuitori,72.0
815301,"operator confecționer industrial îmbrăcăminte din țesături, tricotaje, materiale sintetice","operator confectioner industrial imbracaminte din tesaturi, tricotaje, materiale sintetice",confectioner imbracaminte de protectie/confectionera imbracaminte de protectie,54.761904761904766
311934,operator control nedistructiv,operator control nedistructiv,operator parc de distractii,71.42857142857143
311939,operator control nedistructiv cu curenți turbionari,operator control nedistructiv cu curenti turbionari,operator centrifugare/operatoare centrifugare,54.166666666666664
311937,operator control nedistructiv cu lichide penetrante,operator control nedistructiv cu lichide penetrante,operator portuar stivuitor,54.54545454545454
311938,operator control nedistructiv cu particule magnetice,operator control nedistructiv cu particule magnetice,operator in industria pielariei,57.831325301204814
311935,operator control nedistructiv cu radiații penetrante,operator control nedistructiv cu radiatii penetrante,operator centrala termica cu abur/operatoare centrala termica cu abur,54.54545454545454
311936,operator control nedistructiv cu ultrasunete,operator control nedistructiv cu ultrasunete,operator distribuitor automat,57.534246575342465
311943,operator control nedistructiv pentru examinare vizuală,operator control nedistructiv pentru examinare vizuala,operator la centrifuga pentru extragerea mierii,59.4059405940594
