cod_cor,denumire_ocupatie
311316,tehnician mentenanță preventivă și corectivă turbine eoliene offshore
311311,tehnician mentenanță turbine eoliene
331303,tehnician merceolog
311706,tehnician metalurgie
311107,tehnician meteorolog
311115,tehnician metrolog
311710,tehnician mineralurg
311707,tehnician minier
333307,tehnician mobilitate personal
311904,"tehnician normare, salarizare, organizare"
314203,tehnician pedolog
352130,"tehnician pentru sisteme de detecție, supraveghere video, control acces"
742106,tehnician pentru sisteme și instalații de limitare și stingere a incendiilor
742105,"tehnician pentru sisteme și instalații de semnalizare, alarmare și alertare în caz de incendiu"
226925,tehnician perfuzionist
311607,tehnician petrolist chimie industrială
331405,tehnician planificare/ urmărire sinteze
311920,tehnician platou
311520,tehnician prelucrări mecanice
311527,tehnician prestații vehicule
311905,tehnician preț de cost
311907,tehnician preț de revenire/ costuri
311906,"tehnician programare, lansare, urmărirea producției"
311807,tehnician proiectant
311403,tehnician proiectant electronică
311307,tehnician proiectant energetician/ electrician
311207,tehnician proiectant în construcții
311931,tehnician proiectant în industria alimentară
311214,tehnician proiectant în industria materialelor de construcții
314302,tehnician proiectant în industrializarea lemnului
314308,tehnician proiectant în reconstrucția ecologică
311506,tehnician proiectant mecanic
311709,tehnician proiectant metalurg
311708,tehnician proiectant minier
311917,"tehnician proiectant textile, pielărie"
352215,tehnician proiectant transporturi și comunicații
315513,"tehnician protecția navigației aeriene (comunicații, navigație, supraveghere)"
321401,tehnician protezist – ortezist
352127,tehnician radioelectronist
352203,tehnician radiolocații
343503,tehnician reclame (decorator)
333308,tehnician reconversie personal
311528,tehnician reglementări/ omologări oficiale
333311,tehnician resurse umane
352210,tehnician rețele de telecomunicații
325602,tehnician sanitar
134214,tehnician sanitar șef
315506,tehnician securitate aeriană
213234,tehnician silvic – exploatare
314304,tehnician silvic-cercetare
352206,tehnician stații de emisie radio-TV
352207,tehnician stații radiorelee și satelit
311521,tehnician sudură
311314,tehnician surse de energie regenerabilă
311522,tehnician tehnolog mecanic
351203,tehnician TIC
311206,tehnician topometrist
352214,"tehnician transporturi, poștă și telecomunicații"
352204,tehnician turn parașutism
324004,tehnician veterinar
314202,tehnician zootehnist - cercetare
213233,tehnician zootehnist - exploatare
311530,"tehnician/ tehnician responsabil afacere, metode gestiune mijloace și utilaje"
311529,"tehnician/ tehnician responsabil afacere, metode implantare"
311532,"tehnician/ tehnician responsabil afacere, metode logistică"
311533,"tehnician/ tehnician responsabil afacere, metode organizarea și măsurarea muncii"
311531,"tehnician/ tehnician responsabil afacere, metode pregătire de industrializare"
313902,tehnician-operator la roboți industriali
311933,tehnolog alimentație publică
264218,tehnoredactor
343507,tehnoredactor
413107,telebanker
413104,telefaxist
422304,telefonist
422305,telefonist instructor
133039,telefonist- șef
422306,telegrafist (teleimprimatorist)
133040,telegrafist- șef
331106,teleoperator financiar-bancar
226929,terapeut în terapie asistată de animale
223008,terapeut în terapii complementare
263419,terapeut ocupațional
226605,terapeut vocal
264310,terminolog
812141,termist-tratamentist
812138,"termist-tratamentist de piese semifabricate, finite"
812137,"termist-tratamentist de produse brute, forjate, turnate sau laminate"
835008,timonier maritim/ fluvial
721303,tinichigiu carosier
721305,tinichigiu de șantier
721304,tinichigiu industrial
721312,tinichigiu în construcții
721309,tinichigiu restaurator
721310,tinichigiu sisteme de acoperișuri și învelitori
721311,tinichigiu sisteme de ventilație
721306,tinichigiu structurist de aviație
732218,tipograf flexograf
732215,tipograf print digital și offset
732201,tipograf turnător la mașinile de turnat text
732207,tipograf-tipăritor
817213,tocatorist-defibratorist
612103,tocător de furaje
811211,tocător la mașini de mărunțit roci
721108,topitor aliaje tipografie
721109,topitor fontă și neferoase
816006,topitor grăsimi comestibile și de uz industrial
812111,topitor la concentrate miniere
818101,topitor sticlă
812126,"topitor, turnător metale prețioase"
721110,"topitor, turnător metale și aliaje neferoase"
311804,topograf
834101,tractorist
834404,tractorist portuar
343517,traducător (studii medii)
264306,traducător (studii superioare)
731710,traforator manual lemn
334404,transcriptor medical
264307,translator
264311,translator emisie
265905,trapezist
311802,trasator
311805,trasator naval - desenator
311806,trasator optic
817216,tratamentist PFL
731118,tratamentist piese optice
815606,trăgător fețe pe calapod
731503,"trăgător, șlefuitor, gradator nivele"
812147,"trefilator, trăgător"
263634,treibar
432107,trezorier (studii medii)
241228,trezorier (studii superioare)
731817,tricoter manual
816003,tripier
811107,trolist
721417,tubulator naval
812115,turnător fontă
721111,turnător fontă pe bandă
721112,turnător formator
818118,turnător geam
721115,turnător metale și neferoase
721114,turnător modelier
712302,turnător ornamentalist
721113,turnător pregătitor oțelărie
731403,turnător produse ceramice
731816,țesător
731829,țesător manual
731822,țesător restaurator manual covoare
731307,țintuitor
962904,ucenic
932910,umplutor sifoane
723305,ungător-gresor
216401,urbanist
722316,uscător electrozi de sudură
813105,uscător în industria chimică
752104,"uscător, aburitor material lemnos"
751402,"uscător-deshidrator legume, fructe"
516203,valet
522101,vânzător
521201,vânzător ambulant de produse alimentare
952001,vânzător ambulant de produse nealimentare
523002,vânzător de bilete
522305,vânzător de produse naturiste
952002,vânzător de ziare
524301,vânzător la domiciliul clientului pe bază de comandă
921303,văcar
814202,vălțar calandru mase plastice
814121,vălțar cauciuc electroizolant
432329,veghetor încărcare-descărcare
731805,velator-matisor
421105,verificator bani
712607,verificator canale subterane
432330,verificator documente expediție
421106,verificator valori
263635,vestitor
263636,vicar
263640,vicar-administrativ eparhial
263639,vicar-administrativ patriarhal
111235,viceconsul
111227,viceguvernator
111128,"vicepreședinte (la Înalta Curte de Casație și Justiție, Curtea de Apel, tribunale și judecătorii)"
111413,vicepreședinte asociație națională cooperatistă
111422,vicepreședinte asociație patronală
111416,vicepreședinte asociație teritorială de organizații cooperatiste
142005,vicepreședinte cooperativă de consum
111231,vicepreședinte instituție publică
111420,vicepreședinte organizație cooperatistă
111403,vicepreședinte organizație politică
111424,vicepreședinte organizație profesională națională
111427,"vicepreședinte organizație profesională, filială județeană/ municipiu"
111409,vicepreședinte organizație sindicală
111303,viceprimar
962401,vidanjor-curățitor canale
265232,video-jockey
343518,videojurnalist (studii medii)
265436,videojurnalist (studii superioare)
441107,videotecar
816044,vinificator-pivnicer
611208,viticultor
713204,vopsitor
713205,vopsitor auto
713202,vopsitor industrial
815508,vopsitor îmbrăcăminte din blană
752101,vopsitor lemn
814104,vulcanizator de produse industriale din cauciuc
814119,vulcanizator la autoclavă
814118,vulcanizator piese din cauciuc la prese
264219,ziarist
711202,zidar coșuri fabrică
711203,zidar pietrar
711206,zidar restaurator
711205,zidar roșar-tencuitor
711204,zidar șamotor
732109,zincograf
213115,zoolog
713102,"zugrav 4457) 121118* 4458) 121305* 4459) 131113* 4460) 133008* 4461) 211442* 4462) 211443* 4463) 213113* 4464) 213231* 4465) 213235* 4466) 214946* 4467) 216608* 4468) 224001* 4469) 226602* 4470) 235202* 4471) 241252* 4472) 241253* 4473) 241254* 4474) 261102* 4475) 261207* 4476) 261904* 4477) 261905* 4478) 261907* 4479) 261908* 4480) 261909* 4481) 264221* 4482) 265308* 4483) 313112* 4484) 315104* 4485) 315105* 4486) 315106* 4487) 315211* 4488) 325701* 4489) 325702* 4490) 325703* 4491) 325711* 4492) 325713* 4493) 325714* 4494) 325715* 4495) 325725* 4496) 331201* 4497) 333306* 4498) 341102* 4499) 343105* 4500) 352117* 4501) 352118* 4502) 413105* 4503) 413106* 4504) 432108* 4505) 432318* 4506) 441207* 4507) 441212* 4508) 441503* 4509) 441504* 4510) 441505* 4511) 441506* 4512) 441507* 4513) 441508* 4514) 611102* 4515) 721428* 4516) 721429* 4517) 722109* 4518) 731203* 4519) 731204* 4520) 731410* 4521) 731506* 4522) 732107* 4523) 732108* 4524) 732116* 4525) 754106* 4526) 754109* 4527) 811402* 4528) 811405* 4529) 811406* 4530) 811410* 4531) 813132* 4532) 813133* 4533) 815101* 4534) 815102* 4535) 815103* 4536) 815104* 4537) 815105* 4538) 815106* 4539) 815107* 4540) 815108* 4541) 815109* 4542) 815110* 4543) 815114* 4544) 815115* 4545) 815116* 4546) 815117* 4547) 815118* 4548) 815119* 4549) 815120* 4550) 815121* 4551) 815122* 4552) 815123* 4553) 815124* 4554) 815125* 4555) 815126* 4556) 815203* 4557) 815206* 4558) 815213* 4559) 815214* 4560) 815418* 4561) 815419* 4562) 815426* 4563) 815427* 4564) 815429* 4565) 816008* 4566) 816009* 4567) 816012* 4568) 816013* 4569) 817214* 4570) 821210* 4571) 932901* 4572) 932912* 4573) 962402* 4574) 962910* * Codurile vacante au rezultat ca urmare a modificărilor operate în nomenclatorul COR, la solicitarea utilizatorilor, în funcție de schimbările apărute pe piața muncii din România, cum ar fi: mutarea unei ocupații în altă Grupă majoră, Subgrupă majoră, Grupă minoră sau Grupă de bază sau radierea/eliminarea unei ocupații."
